tool_type,diameter_mm,flutes,operation,material,status,entry_class,registry_tools,entry_style_default,ramp_angle_deg,helix_radius_mm,helix_pitch_mm,plunge_mm_min_csv,feed_mm_min_csv,rpm_csv,plunge_rule,ramp_feed_today_derived,dressup_entry_feed_derived,ramp_feed_approved_derived,ramp_feed_approved_basis,suggest_rewrote_style
VBit,6.3500,2,Waterline,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Pencil,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Pencil,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Pencil,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Pencil,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Scallop,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Scallop,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Scallop,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Scallop,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,UnifiedFinish,softwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,6.3500,2,UnifiedFinish,hardwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,6.3500,2,UnifiedFinish,mdf,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,6.3500,2,UnifiedFinish,plywood_hardwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,6.3500,2,SteepShallow,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SteepShallow,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SteepShallow,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SteepShallow,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RampFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RampFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RampFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RampFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SpiralFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SpiralFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SpiralFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,SpiralFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RadialFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RadialFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RadialFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,RadialFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,HorizontalFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,HorizontalFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,HorizontalFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,HorizontalFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,ProjectCurve,softwood,ok,E6 no entry (strip all),any,none,,,,1058.0000,1486.0000,10026.0000,material base,1058,,,,
VBit,6.3500,2,ProjectCurve,hardwood,ok,E6 no entry (strip all),any,none,,,,743.0000,952.0000,10026.0000,material base,744,,,,
VBit,6.3500,2,ProjectCurve,mdf,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,6.3500,2,ProjectCurve,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,6.3500,2,AlignmentPinDrill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,AlignmentPinDrill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,AlignmentPinDrill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,AlignmentPinDrill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,Face,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1809.0000,1809.0000,8000.0000,clamped to feed,2117,904,1809,plunge fallback (no printed axial chip),
VBit,12.7000,2,Face,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1160.0000,1160.0000,8000.0000,clamped to feed,1487,580,1160,plunge fallback (no printed axial chip),
VBit,12.7000,2,Face,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Face,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Pocket,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1809.0000,1809.0000,8000.0000,clamped to feed,2117,904,1809,plunge fallback (no printed axial chip),
VBit,12.7000,2,Pocket,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1160.0000,1160.0000,8000.0000,clamped to feed,1487,580,1160,plunge fallback (no printed axial chip),
VBit,12.7000,2,Pocket,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Pocket,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Profile,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1809.0000,1809.0000,8000.0000,clamped to feed,2117,904,1809,plunge fallback (no printed axial chip),
VBit,12.7000,2,Profile,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1160.0000,1160.0000,8000.0000,clamped to feed,1487,580,1160,plunge fallback (no printed axial chip),
VBit,12.7000,2,Profile,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Profile,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Adaptive,softwood,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,12.7000,2,Adaptive,hardwood,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,12.7000,2,Adaptive,mdf,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,12.7000,2,Adaptive,plywood_hardwood,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,12.7000,2,VCarve,softwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,2116.0000,2743.0000,18000.0000,material base,2117,,,,
VBit,12.7000,2,VCarve,hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1487.0000,2743.0000,18000.0000,material base,1487,,,,
VBit,12.7000,2,VCarve,mdf,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1494.0000,1559.0000,9373.0000,material base,1495,,,,
VBit,12.7000,2,VCarve,plywood_hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1443.0000,1651.0000,9924.0000,material base,1444,,,,
VBit,12.7000,2,Rest,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1809.0000,1809.0000,8000.0000,clamped to feed,2117,904,1809,plunge fallback (no printed axial chip),
VBit,12.7000,2,Rest,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1160.0000,1160.0000,8000.0000,clamped to feed,1487,580,1160,plunge fallback (no printed axial chip),
VBit,12.7000,2,Rest,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Rest,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Inlay,softwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,2116.0000,2743.0000,18000.0000,material base,2117,,,,
VBit,12.7000,2,Inlay,hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1487.0000,2743.0000,18000.0000,material base,1487,,,,
VBit,12.7000,2,Inlay,mdf,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1331.0000,1331.0000,8000.0000,clamped to feed,1495,,,,
VBit,12.7000,2,Inlay,plywood_hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1331.0000,1331.0000,8000.0000,clamped to feed,1444,,,,
VBit,12.7000,2,Zigzag,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1809.0000,1809.0000,8000.0000,clamped to feed,2117,904,1809,plunge fallback (no printed axial chip),
VBit,12.7000,2,Zigzag,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1160.0000,1160.0000,8000.0000,clamped to feed,1487,580,1160,plunge fallback (no printed axial chip),
VBit,12.7000,2,Zigzag,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Zigzag,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,12.7000,2,Trace,softwood,ok,E5 no entry (forced none),any,none,,,,2116.0000,2743.0000,18000.0000,material base,2117,,,,
VBit,12.7000,2,Trace,hardwood,ok,E5 no entry (forced none),any,none,,,,1487.0000,2743.0000,18000.0000,material base,1487,,,,
VBit,12.7000,2,Trace,mdf,ok,E5 no entry (forced none),any,none,,,,1331.0000,1331.0000,8000.0000,clamped to feed,1495,,,,
VBit,12.7000,2,Trace,plywood_hardwood,ok,E5 no entry (forced none),any,none,,,,1331.0000,1331.0000,8000.0000,clamped to feed,1444,,,,
VBit,12.7000,2,Drill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,Drill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,Drill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,Drill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,Chamfer,softwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,2116.0000,2743.0000,18000.0000,material base,2117,,,,
VBit,12.7000,2,Chamfer,hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1487.0000,2743.0000,18000.0000,material base,1487,,,,
VBit,12.7000,2,Chamfer,mdf,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1331.0000,1331.0000,8000.0000,clamped to feed,1495,,,,
VBit,12.7000,2,Chamfer,plywood_hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1331.0000,1331.0000,8000.0000,clamped to feed,1444,,,,
VBit,12.7000,2,DropCutter,softwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,12.7000,2,DropCutter,hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,12.7000,2,DropCutter,mdf,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,12.7000,2,DropCutter,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,12.7000,2,Adaptive3d,softwood,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,12.7000,2,Adaptive3d,hardwood,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,12.7000,2,Adaptive3d,mdf,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,12.7000,2,Adaptive3d,plywood_hardwood,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,12.7000,2,Waterline,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Waterline,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Waterline,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Waterline,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Pencil,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Pencil,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Pencil,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Pencil,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Scallop,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Scallop,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Scallop,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,Scallop,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,UnifiedFinish,softwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,12.7000,2,UnifiedFinish,hardwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,12.7000,2,UnifiedFinish,mdf,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,12.7000,2,UnifiedFinish,plywood_hardwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
VBit,12.7000,2,SteepShallow,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SteepShallow,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SteepShallow,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SteepShallow,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RampFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RampFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RampFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RampFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SpiralFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SpiralFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SpiralFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,SpiralFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RadialFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RadialFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RadialFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,RadialFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,HorizontalFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,HorizontalFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,HorizontalFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,HorizontalFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,12.7000,2,ProjectCurve,softwood,ok,E6 no entry (strip all),any,none,,,,1809.0000,1809.0000,8000.0000,clamped to feed,2117,,,,
VBit,12.7000,2,ProjectCurve,hardwood,ok,E6 no entry (strip all),any,none,,,,1160.0000,1160.0000,8000.0000,clamped to feed,1487,,,,
VBit,12.7000,2,ProjectCurve,mdf,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,12.7000,2,ProjectCurve,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,12.7000,2,AlignmentPinDrill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,AlignmentPinDrill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,AlignmentPinDrill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,12.7000,2,AlignmentPinDrill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
TaperedBallNose,3.1750,2,Face,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,476.0000,3604.0000,17740.0000,ball tip cap,794,238,476,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Face,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,371.0000,3604.0000,17740.0000,material base,558,186,371,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Face,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,373.0000,3063.0000,15079.0000,material base,561,186,373,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Face,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,360.0000,3244.0000,15966.0000,material base,541,180,360,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Pocket,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,476.0000,3604.0000,17740.0000,ball tip cap,794,238,476,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Pocket,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,371.0000,3604.0000,17740.0000,material base,558,186,371,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Pocket,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,373.0000,3063.0000,15079.0000,material base,561,186,373,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Pocket,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,360.0000,3244.0000,15966.0000,material base,541,180,360,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Profile,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,476.0000,3604.0000,17740.0000,ball tip cap,794,238,476,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Profile,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,371.0000,3604.0000,17740.0000,material base,558,186,371,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Profile,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,373.0000,3063.0000,15079.0000,material base,561,186,373,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Profile,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,360.0000,3244.0000,15966.0000,material base,541,180,360,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Adaptive,softwood,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,476.0000,3604.7680,17740.0000,ball tip cap,794,238,476,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Adaptive,hardwood,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,371.0000,3604.7680,17740.0000,material base,558,186,371,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Adaptive,mdf,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,373.0000,3064.0528,15079.0000,material base,561,186,373,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Adaptive,plywood_hardwood,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,360.0000,3244.2912,15966.0000,material base,541,180,360,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,VCarve,softwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,VCarve,hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,VCarve,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,VCarve,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,Rest,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,476.0000,3604.0000,17740.0000,ball tip cap,794,238,476,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Rest,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,371.0000,3604.0000,17740.0000,material base,558,186,371,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Rest,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,373.0000,3063.0000,15079.0000,material base,561,186,373,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Rest,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,360.0000,3244.0000,15966.0000,material base,541,180,360,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Inlay,softwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,Inlay,hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,Inlay,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,Inlay,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
TaperedBallNose,3.1750,2,Zigzag,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,476.0000,3604.0000,17740.0000,ball tip cap,794,238,476,plunge fallback (no printed axial chip),
TaperedBallNose,3.1750,2,Zigzag,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,371.0000,3604.0000,17740.0000,material base,558,186,371,plunge fallback (no printed axial chip),
