tool_type,diameter_mm,flutes,operation,material,status,entry_class,registry_tools,entry_style_default,ramp_angle_deg,helix_radius_mm,helix_pitch_mm,plunge_mm_min_csv,feed_mm_min_csv,rpm_csv,plunge_rule,ramp_feed_today_derived,dressup_entry_feed_derived,ramp_feed_approved_derived,ramp_feed_approved_basis,suggest_rewrote_style
BullNose,3.1750,2,RadialFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,371.0000,3594.0000,18000.0000,material base,558,,,,
BullNose,3.1750,2,RadialFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,373.0000,3999.0000,17168.0000,material base,561,,,,
BullNose,3.1750,2,RadialFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,3.1750,2,HorizontalFinish,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,529.0000,3999.0000,15022.0000,material base,794,,,,
BullNose,3.1750,2,HorizontalFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,371.0000,3594.0000,18000.0000,material base,558,,,,
BullNose,3.1750,2,HorizontalFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,373.0000,3999.0000,17168.0000,material base,561,,,,
BullNose,3.1750,2,HorizontalFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,3.1750,2,ProjectCurve,softwood,ok,E6 no entry (strip all),any,none,,,,529.0000,3999.0000,15022.0000,material base,794,,,,
BullNose,3.1750,2,ProjectCurve,hardwood,ok,E6 no entry (strip all),any,none,,,,371.0000,3594.0000,18000.0000,material base,558,,,,
BullNose,3.1750,2,ProjectCurve,mdf,ok,E6 no entry (strip all),any,none,,,,373.0000,3999.0000,17168.0000,material base,561,,,,
BullNose,3.1750,2,ProjectCurve,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
BullNose,3.1750,2,AlignmentPinDrill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,3.1750,2,AlignmentPinDrill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,3.1750,2,AlignmentPinDrill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,3.1750,2,AlignmentPinDrill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Face,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1000.0000,3999.0000,10188.0000,material base,1500,500,1000,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Face,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,702.0000,3999.0000,13585.0000,material base,1054,351,702,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Face,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,706.0000,3999.0000,11644.0000,material base,1059,353,706,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Face,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,682.0000,1600.0000,16000.0000,material base,800,341,682,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Pocket,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1000.0000,3999.0000,10188.0000,material base,1500,500,1000,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Pocket,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,702.0000,3999.0000,13585.0000,material base,1054,351,702,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Pocket,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,706.0000,3999.0000,11644.0000,material base,1059,353,706,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Pocket,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,682.0000,1600.0000,16000.0000,material base,800,341,682,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Profile,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1000.0000,3999.0000,10188.0000,material base,1500,500,1000,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Profile,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,702.0000,3999.0000,13585.0000,material base,1054,351,702,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Profile,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,706.0000,3999.0000,11644.0000,material base,1059,353,706,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Profile,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,682.0000,4000.0000,8000.0000,material base,1023,341,682,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Adaptive,softwood,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,1000.0000,4000.0000,11644.0000,material base,1500,500,1000,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Adaptive,hardwood,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,702.0000,4000.0000,15525.0000,material base,1054,351,702,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Adaptive,mdf,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,706.0000,4000.0000,13307.0000,material base,1059,353,706,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Adaptive,plywood_hardwood,ok,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,682.0000,4000.0000,17997.0000,material base,1023,341,682,plunge fallback (no printed axial chip),
BullNose,6.0000,2,VCarve,softwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,VCarve,hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,VCarve,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,VCarve,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Rest,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1000.0000,3999.0000,10188.0000,material base,1500,500,1000,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Rest,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,702.0000,3999.0000,13585.0000,material base,1054,351,702,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Rest,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,706.0000,3999.0000,11644.0000,material base,1059,353,706,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Rest,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,682.0000,1600.0000,16000.0000,material base,800,341,682,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Inlay,softwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Inlay,hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Inlay,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Inlay,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Zigzag,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1000.0000,3999.0000,10188.0000,material base,1500,500,1000,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Zigzag,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,702.0000,3999.0000,13585.0000,material base,1054,351,702,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Zigzag,mdf,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,706.0000,3999.0000,11644.0000,material base,1059,353,706,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Zigzag,plywood_hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,682.0000,1600.0000,16000.0000,material base,800,341,682,plunge fallback (no printed axial chip),
BullNose,6.0000,2,Trace,softwood,ok,E5 no entry (forced none),any,none,,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,Trace,hardwood,ok,E5 no entry (forced none),any,none,,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,Trace,mdf,ok,E5 no entry (forced none),any,none,,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,Trace,plywood_hardwood,refused,E5 no entry (forced none),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Drill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Drill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Drill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Drill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Chamfer,softwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Chamfer,hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Chamfer,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Chamfer,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,DropCutter,softwood,ok,E6 no entry (strip all),any,none,,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,DropCutter,hardwood,ok,E6 no entry (strip all),any,none,,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,DropCutter,mdf,ok,E6 no entry (strip all),any,none,,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,DropCutter,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
BullNose,6.0000,2,Adaptive3d,softwood,ok,E3 adaptive3d planner entry,any,ramp (Suggest rewrite),10.0,,,1000.0000,4000.0000,11644.0000,material base,1500,,1000,plunge fallback (no printed axial chip),yes
BullNose,6.0000,2,Adaptive3d,hardwood,ok,E3 adaptive3d planner entry,any,ramp (Suggest rewrite),10.0,,,702.0000,4000.0000,15525.0000,material base,1054,,702,plunge fallback (no printed axial chip),yes
BullNose,6.0000,2,Adaptive3d,mdf,ok,E3 adaptive3d planner entry,any,ramp (Suggest rewrite),10.0,,,706.0000,4000.0000,13307.0000,material base,1059,,706,plunge fallback (no printed axial chip),yes
BullNose,6.0000,2,Adaptive3d,plywood_hardwood,ok,E3 adaptive3d planner entry,any,ramp (Suggest rewrite),10.0,,,682.0000,1600.0000,16000.0000,material base,800,,682,plunge fallback (no printed axial chip),yes
BullNose,6.0000,2,Waterline,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,Waterline,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,Waterline,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,Waterline,plywood_hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,682.0000,4000.0000,8000.0000,material base,1023,,,,
BullNose,6.0000,2,Pencil,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Pencil,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Pencil,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Pencil,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Scallop,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Scallop,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Scallop,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,Scallop,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,UnifiedFinish,softwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
BullNose,6.0000,2,UnifiedFinish,hardwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
BullNose,6.0000,2,UnifiedFinish,mdf,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
BullNose,6.0000,2,UnifiedFinish,plywood_hardwood,refused,E6 no entry (strip all),"Ball, TaperedBall",none,,,,,,,,,,,,
BullNose,6.0000,2,SteepShallow,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,SteepShallow,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,SteepShallow,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,SteepShallow,plywood_hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,682.0000,4000.0000,8000.0000,material base,1023,,,,
BullNose,6.0000,2,RampFinish,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,RampFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,RampFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,RampFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,SpiralFinish,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,SpiralFinish,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,SpiralFinish,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,SpiralFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,RadialFinish,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,RadialFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,RadialFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,RadialFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,HorizontalFinish,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,HorizontalFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,HorizontalFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,HorizontalFinish,plywood_hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
BullNose,6.0000,2,ProjectCurve,softwood,ok,E6 no entry (strip all),any,none,,,,1000.0000,3999.0000,10188.0000,material base,1500,,,,
BullNose,6.0000,2,ProjectCurve,hardwood,ok,E6 no entry (strip all),any,none,,,,702.0000,3999.0000,13585.0000,material base,1054,,,,
BullNose,6.0000,2,ProjectCurve,mdf,ok,E6 no entry (strip all),any,none,,,,706.0000,3999.0000,11644.0000,material base,1059,,,,
BullNose,6.0000,2,ProjectCurve,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
BullNose,6.0000,2,AlignmentPinDrill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,AlignmentPinDrill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,AlignmentPinDrill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
BullNose,6.0000,2,AlignmentPinDrill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,Face,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1058.0000,1486.0000,10026.0000,material base,1058,529,1058,plunge fallback (no printed axial chip),
VBit,6.3500,2,Face,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,743.0000,952.0000,10026.0000,material base,744,372,743,plunge fallback (no printed axial chip),
VBit,6.3500,2,Face,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Face,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Pocket,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1058.0000,1486.0000,10026.0000,material base,1058,529,1058,plunge fallback (no printed axial chip),
VBit,6.3500,2,Pocket,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,743.0000,952.0000,10026.0000,material base,744,372,743,plunge fallback (no printed axial chip),
VBit,6.3500,2,Pocket,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Pocket,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Profile,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1058.0000,1486.0000,10026.0000,material base,1058,529,1058,plunge fallback (no printed axial chip),
VBit,6.3500,2,Profile,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,743.0000,952.0000,10026.0000,material base,744,372,743,plunge fallback (no printed axial chip),
VBit,6.3500,2,Profile,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Profile,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Adaptive,softwood,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,6.3500,2,Adaptive,hardwood,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,6.3500,2,Adaptive,mdf,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,6.3500,2,Adaptive,plywood_hardwood,refused,"E2 2D adaptive, dressup Helix on",any,helix (dressup),,2.00,1.0,,,,,,,,,
VBit,6.3500,2,VCarve,softwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1058.0000,2743.0000,18000.0000,material base,1372,,,,
VBit,6.3500,2,VCarve,hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,743.0000,2743.0000,18000.0000,material base,1115,,,,
VBit,6.3500,2,VCarve,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,VCarve,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Rest,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1058.0000,1486.0000,10026.0000,material base,1058,529,1058,plunge fallback (no printed axial chip),
VBit,6.3500,2,Rest,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,743.0000,952.0000,10026.0000,material base,744,372,743,plunge fallback (no printed axial chip),
VBit,6.3500,2,Rest,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Rest,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Inlay,softwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1058.0000,2743.0000,18000.0000,material base,1372,,,,
VBit,6.3500,2,Inlay,hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,743.0000,2743.0000,18000.0000,material base,1115,,,,
VBit,6.3500,2,Inlay,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Inlay,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Zigzag,softwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,1058.0000,1486.0000,10026.0000,material base,1058,529,1058,plunge fallback (no printed axial chip),
VBit,6.3500,2,Zigzag,hardwood,ok,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,743.0000,952.0000,10026.0000,material base,744,372,743,plunge fallback (no printed axial chip),
VBit,6.3500,2,Zigzag,mdf,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Zigzag,plywood_hardwood,refused,"E1 2.5D rough, dressup Ramp on",any,ramp (dressup),3.0,,,,,,,,,,,
VBit,6.3500,2,Trace,softwood,ok,E5 no entry (forced none),any,none,,,,1058.0000,2743.0000,18000.0000,material base,1372,,,,
VBit,6.3500,2,Trace,hardwood,ok,E5 no entry (forced none),any,none,,,,743.0000,2743.0000,18000.0000,material base,1115,,,,
VBit,6.3500,2,Trace,mdf,refused,E5 no entry (forced none),any,none,,,,,,,,,,,,
VBit,6.3500,2,Trace,plywood_hardwood,refused,E5 no entry (forced none),any,none,,,,,,,,,,,,
VBit,6.3500,2,Drill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,Drill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,Drill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,Drill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
VBit,6.3500,2,Chamfer,softwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,1058.0000,2743.0000,18000.0000,material base,1372,,,,
VBit,6.3500,2,Chamfer,hardwood,ok,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,743.0000,2743.0000,18000.0000,material base,1115,,,,
VBit,6.3500,2,Chamfer,mdf,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Chamfer,plywood_hardwood,refused,"E4a V-bit ops, dressup entry off (operator may set)",VBit,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,DropCutter,softwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,6.3500,2,DropCutter,hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,6.3500,2,DropCutter,mdf,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,6.3500,2,DropCutter,plywood_hardwood,refused,E6 no entry (strip all),any,none,,,,,,,,,,,,
VBit,6.3500,2,Adaptive3d,softwood,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,6.3500,2,Adaptive3d,hardwood,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,6.3500,2,Adaptive3d,mdf,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,6.3500,2,Adaptive3d,plywood_hardwood,refused,E3 adaptive3d planner entry,any,plunge (peck),,,,,,,,,,,,
VBit,6.3500,2,Waterline,softwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Waterline,hardwood,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
VBit,6.3500,2,Waterline,mdf,refused,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,,,,,,,,,
