tool_type,diameter_mm,operation,material,status,lut_observation_id,group,detail
EndMill,3.1750,DropCutter,hardwood,ok,amana-flat-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
EndMill,3.1750,DropCutter,mdf,ok,amana-flat-mdf-pocket-3175-2f-spektra,G4,bandless printed row
EndMill,3.1750,DropCutter,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
EndMill,3.1750,Adaptive3d,hardwood,ok,amana-flat-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
EndMill,3.1750,Adaptive3d,mdf,ok,amana-flat-mdf-pocket-3175-2f-spektra,G4,bandless printed row
EndMill,3.1750,Adaptive3d,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
EndMill,3.1750,Waterline,mdf,ok,onsrud-mdf-60-100mw-1_8-finish,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
EndMill,3.1750,SteepShallow,mdf,ok,onsrud-mdf-60-100mw-1_8-finish,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
EndMill,3.1750,ProjectCurve,mdf,ok,onsrud-mdf-60-100mw-1_8-finish,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
EndMill,3.1750,AlignmentPinDrill,softwood,refused,,G6,drill
EndMill,3.1750,AlignmentPinDrill,hardwood,refused,,G6,drill
EndMill,3.1750,AlignmentPinDrill,mdf,refused,,G6,drill
EndMill,3.1750,AlignmentPinDrill,plywood_hardwood,refused,,G6,drill
EndMill,6.0000,Face,hardwood,ok,amana-flat-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Face,mdf,ok,amana-flat-mdf-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Face,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Pocket,hardwood,ok,amana-flat-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Pocket,mdf,ok,amana-flat-mdf-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Pocket,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Profile,mdf,ok,onsrud-mdf-60-100mw-1_4-finish,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
EndMill,6.0000,Adaptive,softwood,ok,amana-flat-softwood-adaptive-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Adaptive,hardwood,ok,amana-flat-hardwood-adaptive-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Adaptive,mdf,ok,amana-flat-mdf-adaptive-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Adaptive,plywood_hardwood,ok,amana-flat-plywood-hardwood-adaptive-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Rest,hardwood,ok,amana-flat-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Rest,mdf,ok,amana-flat-mdf-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Rest,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Zigzag,hardwood,ok,amana-flat-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Zigzag,mdf,ok,amana-flat-mdf-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Zigzag,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Drill,softwood,refused,,G6,drill
EndMill,6.0000,Drill,hardwood,refused,,G6,drill
EndMill,6.0000,Drill,mdf,refused,,G6,drill
EndMill,6.0000,Drill,plywood_hardwood,refused,,G6,drill
EndMill,6.0000,DropCutter,hardwood,ok,amana-flat-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,DropCutter,mdf,ok,amana-flat-mdf-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,DropCutter,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Adaptive3d,hardwood,ok,amana-flat-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Adaptive3d,mdf,ok,amana-flat-mdf-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Adaptive3d,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-6000-2f-spektra,G4,bandless printed row
EndMill,6.0000,Waterline,mdf,ok,onsrud-mdf-60-100mw-1_4-finish,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
EndMill,6.0000,SteepShallow,mdf,ok,onsrud-mdf-60-100mw-1_4-finish,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
EndMill,6.0000,ProjectCurve,mdf,ok,onsrud-mdf-60-100mw-1_4-finish,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
EndMill,6.0000,AlignmentPinDrill,softwood,refused,,G6,drill
EndMill,6.0000,AlignmentPinDrill,hardwood,refused,,G6,drill
EndMill,6.0000,AlignmentPinDrill,mdf,refused,,G6,drill
EndMill,6.0000,AlignmentPinDrill,plywood_hardwood,refused,,G6,drill
BallNose,3.1750,Face,mdf,ok,amana-ball-mdf-pocket-3175-2f-v7,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BallNose,3.1750,Face,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Pocket,mdf,ok,amana-ball-mdf-pocket-3175-2f-v7,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BallNose,3.1750,Pocket,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Profile,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,3.1750,Profile,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Adaptive,mdf,ok,amana-ball-mdf-adaptive-3175-2f-v7,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BallNose,3.1750,Adaptive,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Rest,mdf,ok,amana-ball-mdf-pocket-3175-2f-v7,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BallNose,3.1750,Rest,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Zigzag,mdf,ok,amana-ball-mdf-pocket-3175-2f-v7,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BallNose,3.1750,Zigzag,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Trace,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,3.1750,Trace,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Drill,softwood,refused,,G6,drill
BallNose,3.1750,Drill,hardwood,refused,,G6,drill
BallNose,3.1750,Drill,mdf,refused,,G6,drill
BallNose,3.1750,Drill,plywood_hardwood,refused,,G6,drill
BallNose,3.1750,DropCutter,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,Adaptive3d,mdf,ok,amana-ball-mdf-pocket-3175-2f-v7,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BallNose,3.1750,Adaptive3d,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Waterline,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,3.1750,Waterline,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Pencil,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,3.1750,Pencil,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,Scallop,hardwood,ok,amana-ball-hardwood-scallop-6000-2f,G1,extrapolated d_ratio=0.53 h_ratio=1.00 row_mat=hardwood
BallNose,3.1750,Scallop,mdf,refused,,G3,never judged (family)
BallNose,3.1750,Scallop,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,UnifiedFinish,hardwood,ok,amana-ball-hardwood-scallop-6000-2f,G1,extrapolated d_ratio=0.53 h_ratio=1.00 row_mat=hardwood
BallNose,3.1750,UnifiedFinish,mdf,refused,,G3,never judged (family)
BallNose,3.1750,UnifiedFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,SteepShallow,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,3.1750,SteepShallow,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,RampFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,SpiralFinish,hardwood,ok,amana-ball-hardwood-scallop-6000-2f,G1,extrapolated d_ratio=0.53 h_ratio=1.00 row_mat=hardwood
BallNose,3.1750,SpiralFinish,mdf,refused,,G3,never judged (family)
BallNose,3.1750,SpiralFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,RadialFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,HorizontalFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,3.1750,ProjectCurve,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,3.1750,AlignmentPinDrill,softwood,refused,,G6,drill
BallNose,3.1750,AlignmentPinDrill,hardwood,refused,,G6,drill
BallNose,3.1750,AlignmentPinDrill,mdf,refused,,G6,drill
BallNose,3.1750,AlignmentPinDrill,plywood_hardwood,refused,,G6,drill
BallNose,6.0000,Face,mdf,ok,amana-ball-mdf-pocket-6350-2f-v7,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
BallNose,6.0000,Face,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Pocket,mdf,ok,amana-ball-mdf-pocket-6350-2f-v7,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
BallNose,6.0000,Pocket,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Profile,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,6.0000,Profile,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Adaptive,mdf,ok,amana-ball-mdf-adaptive-6350-2f-v7,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
BallNose,6.0000,Adaptive,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Rest,mdf,ok,amana-ball-mdf-pocket-6350-2f-v7,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
BallNose,6.0000,Rest,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Zigzag,mdf,ok,amana-ball-mdf-pocket-6350-2f-v7,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
BallNose,6.0000,Zigzag,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Trace,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,6.0000,Trace,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Drill,softwood,refused,,G6,drill
BallNose,6.0000,Drill,hardwood,refused,,G6,drill
BallNose,6.0000,Drill,mdf,refused,,G6,drill
BallNose,6.0000,Drill,plywood_hardwood,refused,,G6,drill
BallNose,6.0000,DropCutter,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,Adaptive3d,mdf,ok,amana-ball-mdf-pocket-6350-2f-v7,G2h,extrapolated d_ratio=0.94 h_ratio=0.64 row_mat=mdf
BallNose,6.0000,Adaptive3d,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Waterline,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,6.0000,Waterline,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Pencil,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,6.0000,Pencil,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,Scallop,softwood,ok,amana-ball-hardwood-scallop-6000-2f,G2h,extrapolated d_ratio=1.00 h_ratio=2.42 row_mat=hardwood
BallNose,6.0000,Scallop,mdf,refused,,G3,never judged (family)
BallNose,6.0000,Scallop,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,UnifiedFinish,softwood,ok,amana-ball-hardwood-scallop-6000-2f,G2h,extrapolated d_ratio=1.00 h_ratio=2.42 row_mat=hardwood
BallNose,6.0000,UnifiedFinish,mdf,refused,,G3,never judged (family)
BallNose,6.0000,UnifiedFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,SteepShallow,mdf,refused,,G2,"category (ball, MDF formula < 0.5x chart)"
BallNose,6.0000,SteepShallow,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,RampFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,SpiralFinish,softwood,ok,amana-ball-hardwood-scallop-6000-2f,G2h,extrapolated d_ratio=1.00 h_ratio=2.42 row_mat=hardwood
BallNose,6.0000,SpiralFinish,mdf,refused,,G3,never judged (family)
BallNose,6.0000,SpiralFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,RadialFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,HorizontalFinish,plywood_hardwood,refused,,G3,never judged (family)
BallNose,6.0000,ProjectCurve,plywood_hardwood,refused,,G2,"category (ball, no ply row)"
BallNose,6.0000,AlignmentPinDrill,softwood,refused,,G6,drill
BallNose,6.0000,AlignmentPinDrill,hardwood,refused,,G6,drill
BallNose,6.0000,AlignmentPinDrill,mdf,refused,,G6,drill
BallNose,6.0000,AlignmentPinDrill,plywood_hardwood,refused,,G6,drill
BullNose,3.1750,Face,hardwood,ok,amana-flat-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Face,mdf,ok,amana-flat-mdf-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Face,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Pocket,hardwood,ok,amana-flat-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Pocket,mdf,ok,amana-flat-mdf-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Pocket,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Profile,mdf,ok,onsrud-mdf-60-100mw-1_8-finish,G2h,extrapolated d_ratio=1.00 h_ratio=0.64 row_mat=mdf
BullNose,3.1750,Adaptive,softwood,ok,amana-flat-softwood-adaptive-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Adaptive,hardwood,ok,amana-flat-hardwood-adaptive-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Adaptive,mdf,ok,amana-flat-mdf-adaptive-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Adaptive,plywood_hardwood,ok,amana-flat-plywood-hardwood-adaptive-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Rest,hardwood,ok,amana-flat-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Rest,mdf,ok,amana-flat-mdf-pocket-3175-2f-spektra,G4,bandless printed row
BullNose,3.1750,Rest,plywood_hardwood,ok,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,G4,bandless printed row
