# t_epoch,vmrss_kb,vmsize_kb,vmswap_kb,mem_available_kb,threads
1786142662.014,2976896,8551780,0,22174876,71
1786142662.517,2976896,8551780,0,22172040,71
1786142663.017,2976896,8551780,0,22174516,71
1786142663.520,2976896,8551780,0,22171896,71
1786142664.021,2976896,8551780,0,22177056,71
1786142664.522,2976896,8551780,0,22177168,71
1786142665.022,2976896,8551780,0,22157876,71
1786142665.523,2976896,8551780,0,22151480,71
1786142666.024,2976896,8551780,0,22150328,71
1786142666.525,2976900,8551780,0,22149664,71
1786142667.026,2976900,8551780,0,22162320,71
1786142667.527,2976904,8551780,0,22142468,71
1786142668.028,2976908,8551780,0,22140696,71
1786142668.530,2976908,8551780,0,22141100,71
1786142669.031,2976908,8551780,0,22144144,71
1786142669.531,2976916,8551780,0,22144548,71
1786142670.036,2976924,8551780,0,22153252,71
1786142670.536,2976932,8551780,0,22153812,71
1786142671.039,2976932,8551780,0,22156904,71
1786142671.539,2976932,8551780,0,22159480,71
1786142672.040,2976936,8551780,0,22160648,71
1786142672.542,2976940,8551780,0,22161708,71
1786142673.042,2976948,8551780,0,22164652,71
1786142673.545,2976948,8551780,0,22167332,71
1786142674.046,2976948,8551780,0,22168684,71
1786142674.546,2976948,8551780,0,22169492,71
1786142675.048,2976952,8551780,0,22161416,71
1786142675.549,2976956,8551780,0,22158780,71
1786142676.049,2976956,8551780,0,22156796,71
1786142676.550,2976956,8551780,0,22158632,71
1786142677.053,2976956,8551780,0,22155208,71
1786142677.554,2976956,8551780,0,22158732,71
1786142678.054,2976960,8551780,0,22159980,71
1786142678.555,2976960,8551780,0,22159980,71
1786142679.056,2976960,8551780,0,22159152,71
1786142679.559,2976964,8551780,0,22145868,71
1786142680.060,2976964,8551780,0,22141180,71
1786142680.561,2976964,8551780,0,22142784,71
1786142681.065,2976964,8551780,0,22143844,71
1786142681.565,2976968,8551780,0,22145408,71
1786142682.066,2976968,8551780,0,22147996,71
1786142682.568,2976968,8551780,0,22149616,71
1786142683.069,2976968,8551780,0,22147520,71
1786142683.570,2976968,8551780,0,22148892,71
1786142684.071,2976968,8551780,0,22151008,71
1786142684.572,2976968,8551780,0,22150528,71
1786142685.072,2976968,8551780,0,22143576,71
1786142685.574,2976968,8551780,0,22137688,71
1786142686.076,2976968,8551780,0,22152724,71
1786142686.576,2976968,8551780,0,22153596,71
1786142687.076,2976968,8551780,0,22153676,71
1786142687.577,2976968,8551780,0,22154772,71
1786142688.078,2976968,8551780,0,22155024,71
1786142688.578,2976968,8551780,0,22157628,71
1786142689.080,2976968,8551780,0,22152228,71
1786142689.580,2976968,8551780,0,22151448,71
1786142690.087,2976968,8551780,0,22159256,71
1786142690.587,2976968,8551780,0,22151620,71
1786142691.089,2976968,8551780,0,22152360,71
1786142691.589,2976968,8551780,0,22155440,71
1786142692.091,2976968,8551780,0,22160488,71
1786142692.591,2976968,8551780,0,22140244,71
1786142693.092,2976968,8551780,0,22138216,71
1786142693.593,2976968,8551780,0,22141520,71
1786142694.097,2976968,8551780,0,22127380,71
1786142694.597,2976968,8551780,0,22130868,71
1786142695.098,2976968,8551780,0,22123432,71
1786142695.600,2976968,8551780,0,22105108,71
1786142696.100,2976968,8551780,0,22122932,71
1786142696.603,2976968,8551780,0,22126712,71
1786142697.105,2976968,8551780,0,22127804,71
1786142697.606,2976968,8551780,0,22129668,71
1786142698.107,2976968,8551780,0,22131284,71
1786142698.607,2976968,8551780,0,22138980,71
1786142699.108,2976968,8551780,0,22145208,71
1786142699.609,2976968,8551780,0,22149904,71
1786142700.109,2976968,8551780,0,22134684,71
1786142700.615,2976968,8551780,0,22119768,71
1786142701.115,2976968,8551780,0,22120616,71
1786142701.616,2976968,8551780,0,22125948,71
1786142702.119,2976968,8551780,0,22133768,71
1786142702.619,2976968,8551780,0,22112452,71
1786142703.120,2976968,8551780,0,22111716,71
1786142703.622,2976968,8551780,0,22108644,71
1786142704.123,2976968,8551780,0,22100572,71
1786142704.624,2976972,8551780,0,22077764,71
1786142705.124,2976972,8551780,0,22080580,71
1786142705.625,2976972,8551780,0,22110128,71
1786142706.126,2976972,8551780,0,22108104,71
1786142706.627,2976972,8551780,0,22102296,71
1786142707.128,2976972,8551780,0,22103132,71
1786142707.629,2976972,8551780,0,22111600,71
1786142708.130,2976972,8551780,0,22101240,71
1786142708.631,2976972,8551780,0,22100624,71
1786142709.132,2976972,8551780,0,22101432,71
1786142709.636,2976972,8551780,0,22119748,71
1786142710.136,2976972,8551780,0,22120332,71
1786142710.637,2976972,8551780,0,22102740,71
1786142711.137,2976972,8551780,0,22107228,71
1786142711.639,2976972,8551780,0,22113232,71
1786142712.140,2976972,8551780,0,22111916,71
1786142712.642,2976976,8551780,0,22108692,71
1786142713.143,2976976,8551780,0,22107460,71
1786142713.644,2976980,8551780,0,22112316,71
1786142714.144,2976980,8551780,0,22119600,71
1786142714.645,2976980,8551780,0,22130692,71
1786142715.145,2976984,8551780,0,22136888,71
1786142715.646,2976988,8551780,0,22162796,71
1786142716.150,2976988,8551780,0,22162380,71
1786142716.651,2976988,8551780,0,22165764,71
1786142717.152,2976992,8551780,0,22168880,71
1786142717.652,2976992,8551780,0,22172640,71
1786142718.158,2977000,8551780,0,22173032,71
1786142718.659,2977000,8551780,0,22176088,71
1786142719.160,2977000,8551780,0,22176316,71
1786142719.660,2977000,8551780,0,22182544,71
1786142720.161,2977000,8551780,0,22172120,71
1786142720.661,2977000,8551780,0,22168676,71
1786142721.162,2977000,8551780,0,22168844,71
1786142721.664,2977000,8551780,0,22170848,71
1786142722.164,2977000,8551780,0,22189772,71
1786142722.666,2977000,8551780,0,22177536,71
1786142723.166,2977000,8551780,0,22177500,71
1786142723.668,2977000,8551780,0,22180392,71
1786142724.172,2977004,8551780,0,22180152,71
1786142724.672,2977004,8551780,0,22187432,71
1786142725.173,2977004,8551780,0,22170012,71
1786142725.673,2977004,8551780,0,22173812,71
1786142726.178,2977004,8551780,0,22173596,71
1786142726.679,2977004,8551780,0,22176880,71
1786142727.180,2977004,8551780,0,22176404,71
1786142727.680,2977004,8551780,0,22176100,71
1786142728.185,2977004,8551780,0,22176368,71
1786142728.685,2977004,8551780,0,22177752,71
1786142729.187,2977004,8551780,0,22174476,71
1786142729.688,2977004,8551780,0,22179468,71
1786142730.189,2977004,8551780,0,22165308,71
1786142730.690,2977004,8551780,0,22160392,71
1786142731.192,2977004,8551780,0,22160488,71
1786142731.692,2977004,8551780,0,22159732,71
1786142732.201,2977004,8551780,0,22159908,71
1786142732.702,2977004,8551780,0,22160928,71
1786142733.204,2977004,8551780,0,22165424,71
1786142733.704,2977004,8551780,0,22165788,71
1786142734.206,2977004,8551780,0,22154172,71
1786142734.706,2977004,8551780,0,22133252,71
1786142735.208,2977004,8551780,0,22105544,71
1786142735.709,2977004,8551780,0,22147224,71
1786142736.210,2977004,8551780,0,22148432,71
1786142736.712,2977004,8551780,0,22152608,71
1786142737.214,2977004,8551780,0,22153268,71
1786142737.715,2977004,8551780,0,22155156,71
1786142738.217,2977004,8551780,0,22155948,71
1786142738.719,2977004,8551780,0,22160600,71
1786142739.220,2977004,8551780,0,22157276,71
1786142739.721,2977004,8551780,0,22161616,71
1786142740.231,2977004,8551780,0,22145132,71
1786142740.731,2977004,8551780,0,22141828,71
1786142741.232,2977004,8551780,0,22144696,71
1786142741.733,2977004,8551780,0,22152120,71
1786142742.234,2977004,8551780,0,22165108,71
1786142742.734,2977004,8551780,0,22154812,71
1786142743.235,2977004,8551780,0,22154796,71
1786142743.736,2977004,8551780,0,22166112,71
1786142744.239,2977004,8551780,0,22150620,71
1786142744.740,2977004,8551780,0,22144004,71
1786142745.240,2977008,8551780,0,22141500,71
1786142745.742,2977008,8551780,0,22144688,71
1786142746.242,2977008,8551780,0,22142972,71
1786142746.743,2977008,8551780,0,22160012,71
1786142747.245,2977008,8551780,0,22160644,71
1786142747.745,2977008,8551780,0,22164976,71
1786142748.247,2977012,8551780,0,22158764,71
1786142748.748,2977012,8551780,0,22161360,71
1786142749.252,2977012,8551780,0,22162324,71
1786142749.752,2977012,8551780,0,22168996,71
1786142750.255,2977012,8551780,0,22124848,71
1786142750.756,2977012,8551780,0,22122016,71
1786142751.258,2977012,8551780,0,22117332,71
1786142751.761,2977012,8551780,0,22117328,71
1786142752.262,2977012,8551780,0,22107208,71
1786142752.763,2977016,8551780,0,22101936,71
1786142753.264,2977016,8551780,0,22095372,71
1786142753.765,2977016,8551780,0,22095424,71
1786142754.265,2977020,8551780,0,22089228,71
1786142754.766,2977020,8551780,0,22090100,71
1786142755.266,2977020,8551780,0,22062240,71
1786142755.767,2942348,8519016,0,22031448,71
1786142756.268,2942348,8519016,0,22048664,71
1786142756.768,2939328,8551780,0,22055456,71
1786142757.270,2888028,8502492,0,22095624,71
# MARK 1786142757.536 call:generation_status:{}
# MARK 1786142757.539 generate_all:end
# MARK 1786142757.539 run_simulation:begin
# MARK 1786142757.539 call:run_simulation:{"resolution": 0.1}
1786142757.771,2888096,8504556,0,22110708,72
1786142758.272,2888096,8504556,0,22110708,72
1786142758.772,3430328,9473544,0,21272948,72
1786142759.273,3430328,9473544,0,21272620,72
1786142759.773,3431416,9473544,0,21278568,72
1786142760.274,3431416,9473544,0,21290984,72
1786142760.774,3431416,9259940,0,21301036,72
1786142761.275,3431416,9259940,0,21300280,72
1786142761.775,3448472,9290976,0,21332552,72
1786142762.276,3451284,9290976,0,21333084,72
1786142762.776,3454380,9290976,0,21340140,72
1786142763.277,3457060,9290976,0,21341408,72
1786142763.777,3460084,9290976,0,21354364,72
1786142764.278,3431416,9259940,0,21357844,72
1786142764.778,3710160,9604572,0,20920784,72
1786142765.279,4080012,10014336,0,20550220,72
1786142765.779,4089128,10079872,0,20572332,72
1786142766.280,4094656,10079872,0,20568832,72
1786142766.780,4100244,10052132,0,20584360,72
1786142767.281,4105932,10052132,0,20584360,72
1786142767.781,4111728,10052120,0,20603120,71
1786142768.282,4489400,10507028,0,20354508,71
1786142768.782,4400412,10424292,0,20340584,71
1786142769.283,4408808,10424292,0,20342552,71
1786142769.784,4412644,10424292,0,20381784,71
1786142770.284,4490920,10547684,0,20401692,71
1786142770.784,5005068,11137972,0,19628020,71
1786142771.285,5008084,11137972,0,19628952,71
1786142771.786,5016020,11203508,0,19623320,71
1786142772.286,5018780,11203508,0,19623320,71
1786142772.787,5022288,11137972,0,19626112,71
1786142773.287,5294632,11565180,0,19528204,71
1786142773.788,5286424,11609720,0,19409564,71
1786142774.288,5289132,11609720,0,19409816,71
1786142774.789,5292428,11609720,0,19412924,71
1786142775.289,5295520,11609720,0,19415280,71
1786142775.790,5298756,11609720,0,19411440,71
1786142776.290,5301864,11609720,0,19423672,71
1786142776.791,5304536,11609720,0,19435264,71
1786142777.291,5307316,11609720,0,19435280,71
1786142777.792,5309992,11609720,0,19457616,71
1786142778.292,5312828,11609720,0,19457616,71
1786142778.793,5316112,11609720,0,19477312,71
1786142779.294,5319208,11609720,0,19466948,71
1786142779.794,5322432,11609720,0,19492900,71
1786142780.295,5325844,11609720,0,19499724,71
1786142780.795,5329436,11609720,0,19503460,71
1786142781.296,5332756,11609720,0,19499060,71
1786142781.796,5335500,11609720,0,19508240,71
1786142782.297,5340384,11609720,0,19509976,71
1786142782.798,5345096,11609720,0,19529544,71
1786142783.298,5348160,11609720,0,19529544,71
1786142783.799,5351204,11609720,0,19551116,71
1786142784.299,5354276,11609720,0,19551368,71
1786142784.800,5357332,11609720,0,19570112,71
1786142785.301,5360380,11609720,0,19570448,71
1786142785.801,5363376,11609720,0,19580068,71
1786142786.302,5366492,11609720,0,19579816,71
1786142786.802,5369460,11609720,0,19594696,71
1786142787.303,5372552,11609720,0,19598356,71
1786142787.803,5375536,11609720,0,19603644,71
1786142788.304,5378636,11609720,0,19605420,71
1786142788.804,5381756,11609720,0,19612024,71
1786142789.305,5384980,11609720,0,19613824,71
1786142789.806,5387956,11609720,0,19624768,71
1786142790.306,5390972,11609720,0,19625324,71
1786142790.807,5393840,11609720,0,19632880,71
1786142791.307,5397088,11609720,0,19627220,71
1786142791.808,5400164,11609720,0,19615720,71
1786142792.308,5403284,11609720,0,19657080,71
1786142792.809,5406452,11609720,0,19664452,71
1786142793.309,5409796,11609720,0,19664452,71
1786142793.810,5412964,11728752,0,19673644,71
1786142794.310,5416204,11728752,0,19673644,71
1786142794.811,5419172,11728752,0,19678024,71
1786142795.312,5422576,11728752,0,19656916,71
1786142795.812,5425980,11728752,0,19660000,71
1786142796.313,5430388,11728752,0,19660000,71
1786142796.813,5433016,11728752,0,19662512,71
1786142797.314,5435664,11728752,0,19683056,71
1786142797.814,5438364,11728752,0,19676084,71
1786142798.315,5441064,11728752,0,19675340,71
1786142798.815,5443712,11728752,0,19672584,71
1786142799.315,5446388,11728752,0,19665972,71
1786142799.816,5449040,11728752,0,19667508,71
1786142800.317,5451744,11728752,0,19627244,71
1786142800.817,5454296,11728752,0,19625604,71
1786142801.317,5456960,11728752,0,19644176,71
1786142801.818,5459616,11728752,0,19644792,71
1786142802.318,5462272,11728752,0,19643176,71
1786142802.819,5464928,11728752,0,19642532,71
1786142803.319,5467600,11728752,0,19638644,71
1786142803.820,5470240,11728752,0,19635936,71
1786142804.320,5472908,11728752,0,19635696,71
1786142804.821,5475556,11728752,0,19638020,71
1786142805.321,5478168,11728752,0,19609692,71
1786142805.822,5480768,11728752,0,19607512,71
1786142806.322,5483296,11728752,0,19605900,71
1786142806.823,5485944,11728752,0,19615600,71
1786142807.323,5488564,11728752,0,19597544,71
1786142807.824,5491152,11728752,0,19592392,71
1786142808.325,5493800,11728752,0,19571916,71
1786142808.825,5496392,11728752,0,19569452,71
1786142809.326,5499028,11728752,0,19566532,71
1786142809.827,5501672,11728752,0,19562680,71
1786142810.327,5504224,11728752,0,19523188,71
1786142810.827,5506792,11728752,0,19514572,71
1786142811.328,5509400,11728752,0,19514176,71
1786142811.828,5512048,11728752,0,19513044,71
1786142812.329,5514728,11728752,0,19511024,71
1786142812.829,5517376,11728752,0,19522232,71
1786142813.330,5519984,11728752,0,19488124,71
1786142813.830,5522584,11728752,0,19489228,71
1786142814.331,5525240,11728752,0,19487984,71
1786142814.831,5528556,11728752,0,19487212,71
1786142815.332,5532444,11728752,0,19469048,71
1786142815.832,5536012,11728752,0,19467776,71
1786142816.333,5539668,11728752,0,19478180,71
1786142816.833,5543256,11728752,0,19478704,71
1786142817.334,5546752,11966816,0,19477948,71
1786142817.834,5550284,11966816,0,19483720,71
1786142818.335,5553784,11966816,0,19480588,71
1786142818.835,5557068,11966816,0,19484192,71
1786142819.336,5560012,11966816,0,19478784,71
1786142819.836,5562860,11966816,0,19482652,71
1786142820.337,5565548,11966816,0,19458896,71
1786142820.837,5569232,11966816,0,19460056,71
1786142821.338,5571884,11966816,0,19454804,71
1786142821.838,5574496,11966816,0,19463268,71
1786142822.339,5577144,11966816,0,19462524,71
1786142822.839,5579788,11966816,0,19465216,71
1786142823.340,5582440,11966816,0,19466524,71
1786142823.840,5585076,11966816,0,19462032,71
1786142824.341,5587736,11966816,0,19464240,71
1786142824.841,5590368,11966816,0,19468116,71
1786142825.342,5592820,11966816,0,19438392,71
1786142825.842,5595436,11966816,0,19434096,71
1786142826.343,5598064,11966816,0,19435244,71
1786142826.843,5600640,11966816,0,19435700,71
1786142827.344,5603016,11966816,0,19421260,71
1786142827.844,5605484,11966816,0,19421236,71
1786142828.344,5607952,11966816,0,19408188,71
1786142828.845,5610572,11966816,0,19429108,71
1786142829.345,5613216,11966816,0,19429028,71
1786142829.846,5615772,11966816,0,19432748,71
1786142830.346,5618408,11966816,0,19408864,71
1786142830.847,5620976,11966816,0,19413164,71
1786142831.348,5623640,11966816,0,19411720,71
1786142831.848,5626280,11966816,0,19406608,71
1786142832.349,5628968,11966816,0,19406608,71
1786142832.849,5631592,11966816,0,19412728,71
1786142833.350,5634228,11966816,0,19425848,71
1786142833.850,5636852,11966816,0,19426048,71
1786142834.351,5639424,11966816,0,19420708,71
1786142834.851,5641952,11966816,0,19421148,71
1786142835.352,5644560,11966816,0,19394600,71
1786142835.853,5647096,11966816,0,19399500,71
1786142836.353,5650356,11966816,0,19412644,71
1786142836.854,5653000,11966816,0,19409468,71
1786142837.354,5655648,11966816,0,19407704,71
1786142837.855,5658284,11966816,0,19412168,71
1786142838.355,5660952,11966816,0,19412420,71
1786142838.856,5663616,11966816,0,19413804,71
1786142839.356,5666288,11966816,0,19408252,71
1786142839.857,5668952,11966816,0,19411808,71
1786142840.357,5671612,11966816,0,19368128,71
1786142840.858,5674264,11966816,0,19360388,71
1786142841.358,5676936,11966816,0,19361492,71
1786142841.859,5679568,11966816,0,19377080,71
1786142842.359,5682744,11966816,0,19368772,71
1786142842.860,5686532,11966816,0,19362840,71
1786142843.360,5690360,11966816,0,19356684,71
1786142843.861,5704552,11826584,0,19071628,71
1786142844.361,5704552,11826584,0,19071628,71
1786142844.862,5704552,11826584,0,19084208,71
1786142845.362,5704552,11826584,0,19059092,71
1786142845.863,5704552,11826584,0,19071848,71
1786142846.363,5704552,11826584,0,19080000,71
1786142846.864,5704552,11826584,0,19103164,71
1786142847.365,5704552,11826584,0,19102620,71
1786142847.865,5704552,11826584,0,19113416,71
1786142848.366,5704552,11826584,0,19118088,71
1786142848.866,5704552,11826584,0,19128244,71
1786142849.367,5704552,11826584,0,19132092,71
1786142849.867,5704552,11826584,0,19139428,71
1786142850.368,5704552,11826584,0,19115540,71
1786142850.868,5704552,11826584,0,19134152,71
1786142851.369,5704552,11826584,0,19129636,71
1786142851.869,5704552,11826584,0,19139540,71
1786142852.370,5704552,11826584,0,19140256,71
1786142852.870,5704552,11826584,0,19194252,71
1786142853.371,5704552,11826584,0,19190960,71
1786142853.871,5704552,11826584,0,19202416,71
1786142854.372,5704552,11826584,0,19202416,71
1786142854.873,5704552,11826584,0,19213620,71
1786142855.373,5704552,11826584,0,19182108,71
1786142855.873,5704552,11826584,0,19188472,71
1786142856.374,5704552,11826584,0,19189252,71
1786142856.874,5704552,11826584,0,19219560,71
1786142857.374,5704552,11826584,0,19219560,71
1786142857.875,5704552,11826584,0,19229256,71
1786142858.376,5704552,11826584,0,19231276,71
1786142858.876,5704552,11826584,0,19240952,71
1786142859.376,5704552,11826584,0,19236016,71
1786142859.877,5704552,11826584,0,19248016,71
1786142860.377,5704552,11826584,0,19220460,71
1786142860.878,5710408,11892120,0,19230028,71
1786142861.379,6206248,12433344,0,18642188,71
1786142861.880,6851028,13154780,0,18201188,71
1786142862.381,7400216,13941212,0,17655000,71
1786142862.881,7951828,14989788,0,17096788,71
1786142863.382,8519292,14989788,0,16534432,71
1786142863.882,8794512,17086940,0,16325504,71
1786142864.383,6206268,12433344,0,18910716,71
1786142864.883,4037784,9824548,0,21082396,71
# MARK 1786142865.037 run_simulation:end
# MARK 1786142865.037 call:get_diagnostics:{}
1786142865.384,3988864,9775272,0,21077548,72
# MARK 1786142865.875 call:get_project_diagnostics:{}
1786142865.884,4202908,10235924,0,20605952,72
# MARK 1786142866.039 call:get_tool_load_report:{}
1786142866.384,4202976,10235924,0,20604920,72
1786142866.885,4202976,10087856,0,20643888,72
# MARK 1786142867.021 call:get_cut_trace:{"toolpath_id": 4}
1786142867.385,4202984,10087856,0,20613880,72
# MARK 1786142867.732 call:get_cut_trace:{"toolpath_id": 5}
1786142867.887,4204768,10087856,0,20621972,72
1786142868.388,4204768,10087856,0,20620260,72
# MARK 1786142868.799 call:get_cut_trace:{"toolpath_id": 6}
1786142868.888,4209196,10087856,0,20639012,72
1786142869.389,4209196,10087856,0,20638760,72
# MARK 1786142869.763 call:get_cut_trace:{"toolpath_id": 7}
1786142869.891,4210552,10087856,0,20639684,72
1786142870.391,4210552,10087856,0,20614420,72
# MARK 1786142870.704 call:get_cut_trace:{"toolpath_id": 10}
1786142870.892,4210564,10087856,0,20621736,72
1786142871.393,4210564,10087856,0,20617856,72
# MARK 1786142871.739 call:get_cut_trace:{"toolpath_id": 11}
1786142871.894,4211072,10087856,0,20629204,72
1786142872.395,4211072,10087856,0,20646948,72
# MARK 1786142872.699 call:get_cut_trace:{"toolpath_id": 12}
1786142872.895,4211072,10087856,0,20668000,72
1786142873.396,4211072,10087856,0,20668656,72
# MARK 1786142873.701 call:get_cut_trace:{"toolpath_id": 14}
1786142873.897,4211076,10087856,0,20681356,72
1786142874.398,4211076,10087856,0,20685880,72
# MARK 1786142874.709 call:get_cut_trace:{"toolpath_id": 15}
1786142874.899,4211080,10087856,0,20699276,72
1786142875.400,4211080,10087856,0,20683676,72
1786142875.901,4412256,10289956,0,20492960,72
1786142877.005,4666636,10546860,0,19920028,72
# MARK 1786142877.774 call:get_cut_trace:{"toolpath_id": 14, "include_drill_samples": true}
1786142877.774,4666636,10546860,0,19753744,72
1786142878.274,4666640,10546860,0,19848636,72
# MARK 1786142878.717 call:get_cut_trace:{"toolpath_id": 7, "include_drill_samples": true}
1786142878.774,4666656,10546860,0,19932564,72
1786142879.275,4666656,10546860,0,19934620,72
# MARK 1786142879.717 FATAL:get_cut_trace unfiltered
# MARK 1786142879.717 call:get_cut_trace:{}
1786142879.775,4666692,10546860,0,19959404,72
1786142880.276,4666692,10546860,0,19943812,72
1786142880.776,4666692,10546860,0,19973484,72
1786142881.276,4771644,10650848,0,19913408,72
1786142882.026,4716736,10585308,0,19740912,72
1786142882.864,4716736,10585308,0,19811436,72
1786142883.365,4716736,10585308,0,19815844,72
1786142883.865,4716736,10585308,0,19847720,72
1786142884.366,4716736,10585308,0,19847720,72
1786142884.866,4716736,10585308,0,19870168,72
1786142885.367,4716736,10585308,0,19892772,72
# MARK 1786142885.864 call:list_toolpaths:{}
1786142885.867,4716736,10585308,0,19907340,72
1786142886.368,4716736,10585308,0,19917840,72
