tool_type,diameter_mm,flutes,operation,material,status,refusal_text,rpm,feed_mm_min,plunge_mm_min,stepover_mm,depth_per_pass_mm,r_axial_depth_mm,r_radial_width_mm,r_chip_load_mm,force_n,power_kw,chipload_bounds_min_mm,chipload_bounds_max_mm,support_arm,support_detail,lut_observation_id,lut_row_pass_role,lut_is_extrapolated,lut_evidence_grade,lut_row_kind,lut_source_id,chipload_source,vendor_source,diagnostic_ids,diagnostic_severities,feeds_warnings,suggest_warnings,cap_family,cap_role,cap_factor,cap_mm
EndMill,3.1750,2,Face,softwood,ok,,18000.0000,3657.0000,529.0000,0.7470,0.4000,2.2225,1.1112,0.1016,11.2694,0.0030,0.0762,0.1270,VendorBacked,,amana-zrn-flat-softwood-pocket-3175-2f,Roughing,false,A,Exact,amana_zrn_3d_profiling_v8,"VendorLut { observation_id: ""amana-zrn-flat-softwood-pocket-3175-2f"" }",amana-zrn-flat-softwood-pocket-3175-2f,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Face,hardwood,ok,,18000.0000,3657.0000,371.0000,0.7470,0.4000,2.2225,1.1112,0.1016,22.5387,0.0059,,,VendorBacked,,amana-flat-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-pocket-3175-2f-spektra"" }",amana-flat-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Face,mdf,ok,,15748.0000,3999.0000,373.0000,0.7510,0.4000,2.2225,1.1112,0.1270,22.5692,0.0050,,,VendorBacked,,amana-flat-mdf-pocket-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-pocket-3175-2f-spektra"" }",amana-flat-mdf-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Face,plywood_hardwood,ok,,18000.0000,3338.0000,360.0000,0.7450,0.4000,2.2225,1.1112,0.0927,8.0005,0.0021,,,VendorBacked,,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-pocket-3175-2f-spektra"" }",amana-flat-plywood-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Pocket,softwood,ok,,18000.0000,3657.0000,529.0000,0.7470,0.4167,2.2225,1.1112,0.1016,11.2694,0.0031,0.0762,0.1270,VendorBacked,,amana-zrn-flat-softwood-pocket-3175-2f,Roughing,false,A,Exact,amana_zrn_3d_profiling_v8,"VendorLut { observation_id: ""amana-zrn-flat-softwood-pocket-3175-2f"" }",amana-zrn-flat-softwood-pocket-3175-2f,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Pocket,hardwood,ok,,18000.0000,3657.0000,371.0000,0.7470,0.4167,2.2225,1.1112,0.1016,22.5387,0.0062,,,VendorBacked,,amana-flat-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-pocket-3175-2f-spektra"" }",amana-flat-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Pocket,mdf,ok,,15748.0000,3999.0000,373.0000,0.7510,0.4167,2.2225,1.1112,0.1270,22.5692,0.0052,,,VendorBacked,,amana-flat-mdf-pocket-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-pocket-3175-2f-spektra"" }",amana-flat-mdf-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Pocket,plywood_hardwood,ok,,18000.0000,3338.0000,360.0000,0.7450,0.4167,2.2225,1.1112,0.0927,8.0005,0.0022,,,VendorBacked,,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-pocket-3175-2f-spektra"" }",amana-flat-plywood-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Profile,softwood,ok,,8000.0000,4000.0000,529.0000,,0.4000,2.5400,0.5715,0.2782,20.2934,,0.2551,0.3014,VendorBacked,,onsrud-softwood-60-100mw-1_8-finish,Finish,false,B,Exact,onsrud_soft_wood_cutting_data,"VendorLut { observation_id: ""onsrud-softwood-60-100mw-1_8-finish"" }",onsrud-softwood-60-100mw-1_8-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.feed_clamped;feeds.aggressiveness_engagement,Info;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling;FeedRateClamped,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld,Contour,Roughing,0.2000,0.6350
EndMill,3.1750,2,Profile,hardwood,ok,,21000.0000,954.0000,371.0000,,0.4000,2.5400,0.5715,0.0227,15.6773,,0.0170,0.0284,VendorBacked,,amana-flat-hardwood-contour-3175-2f,Finish,false,C,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-contour-3175-2f"" }",amana-flat-hardwood-contour-3175-2f,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;CutGeometryFieldNotHeld,Contour,Roughing,0.2000,0.6350
EndMill,3.1750,2,Profile,mdf,ok,,8973.0000,3999.0000,373.0000,,0.4000,2.5400,0.5715,0.2229,31.4806,,0.2026,0.2431,VendorBacked,,onsrud-mdf-60-100mw-1_8-finish,Finish,true,B,Exact,onsrud_mdf_cutting_data,"VendorLut { observation_id: ""onsrud-mdf-60-100mw-1_8-finish"" }",onsrud-mdf-60-100mw-1_8-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld,Contour,Roughing,0.2000,0.6350
EndMill,3.1750,2,Profile,plywood_hardwood,ok,,8000.0000,4000.0000,360.0000,,0.4000,2.5400,0.5715,0.3161,16.4005,,0.2918,0.3405,VendorBacked,,onsrud-plywood-hardwood-60-100mw-1_8-finish,Finish,false,A,Exact,onsrud_hard_plywood_cutting_data,"VendorLut { observation_id: ""onsrud-plywood-hardwood-60-100mw-1_8-finish"" }",onsrud-plywood-hardwood-60-100mw-1_8-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.feed_clamped;feeds.aggressiveness_engagement,Info;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling;FeedRateClamped,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld,Contour,Roughing,0.2000,0.6350
EndMill,3.1750,2,Adaptive,softwood,ok,,18000.0000,3657.6000,529.0000,0.4290,3.0000,4.7625,0.6350,0.1016,22.2883,0.0153,,,VendorBacked,,amana-flat-softwood-adaptive-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-softwood-adaptive-3175-2f-spektra"" }",amana-flat-softwood-adaptive-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Adaptive,hardwood,ok,,18000.0000,3657.6000,371.0000,0.4290,3.0000,4.7625,0.6350,0.1016,44.5767,0.0306,,,VendorBacked,,amana-flat-hardwood-adaptive-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-adaptive-3175-2f-spektra"" }",amana-flat-hardwood-adaptive-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Adaptive,mdf,ok,,17997.0000,4000.0000,373.0000,0.4320,3.0000,4.7625,0.6350,0.1270,44.2020,0.0282,,,VendorBacked,,amana-flat-mdf-adaptive-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-adaptive-3175-2f-spektra"" }",amana-flat-mdf-adaptive-3175-2f-spektra,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry;RpmLoweredForFeedCeiling,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Adaptive,plywood_hardwood,ok,,18000.0000,3338.9167,360.0000,0.4280,3.0000,4.7625,0.6350,0.0927,15.8859,0.0111,,,VendorBacked,,amana-flat-plywood-hardwood-adaptive-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-adaptive-3175-2f-spektra"" }",amana-flat-plywood-hardwood-adaptive-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,VCarve,softwood,refused,VCarve needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,VCarve,hardwood,refused,VCarve needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,VCarve,mdf,refused,VCarve needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,VCarve,plywood_hardwood,refused,VCarve needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Rest,softwood,ok,,18000.0000,3657.0000,529.0000,0.7470,0.4000,2.2225,1.1112,0.1016,11.2694,0.0030,0.0762,0.1270,VendorBacked,,amana-zrn-flat-softwood-pocket-3175-2f,Roughing,false,A,Exact,amana_zrn_3d_profiling_v8,"VendorLut { observation_id: ""amana-zrn-flat-softwood-pocket-3175-2f"" }",amana-zrn-flat-softwood-pocket-3175-2f,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Rest,hardwood,ok,,18000.0000,3657.0000,371.0000,0.7470,0.4000,2.2225,1.1112,0.1016,22.5387,0.0059,,,VendorBacked,,amana-flat-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-pocket-3175-2f-spektra"" }",amana-flat-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Rest,mdf,ok,,15748.0000,3999.0000,373.0000,0.7510,0.4286,2.2225,1.1112,0.1270,22.5692,0.0054,,,VendorBacked,,amana-flat-mdf-pocket-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-pocket-3175-2f-spektra"" }",amana-flat-mdf-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Rest,plywood_hardwood,ok,,18000.0000,3338.0000,360.0000,0.7450,0.4000,2.2225,1.1112,0.0927,8.0005,0.0021,,,VendorBacked,,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-pocket-3175-2f-spektra"" }",amana-flat-plywood-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Inlay,softwood,refused,Inlay needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Inlay,hardwood,refused,Inlay needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Inlay,mdf,refused,Inlay needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Inlay,plywood_hardwood,refused,Inlay needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Zigzag,softwood,ok,,18000.0000,3657.0000,529.0000,0.7470,0.3750,2.2225,1.1112,0.1016,11.2694,0.0028,0.0762,0.1270,VendorBacked,,amana-zrn-flat-softwood-pocket-3175-2f,Roughing,false,A,Exact,amana_zrn_3d_profiling_v8,"VendorLut { observation_id: ""amana-zrn-flat-softwood-pocket-3175-2f"" }",amana-zrn-flat-softwood-pocket-3175-2f,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Zigzag,hardwood,ok,,18000.0000,3657.0000,371.0000,0.7470,0.3750,2.2225,1.1112,0.1016,22.5387,0.0055,,,VendorBacked,,amana-flat-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-pocket-3175-2f-spektra"" }",amana-flat-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Zigzag,mdf,ok,,15748.0000,3999.0000,373.0000,0.7510,0.4286,2.2225,1.1112,0.1270,22.5692,0.0054,,,VendorBacked,,amana-flat-mdf-pocket-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-pocket-3175-2f-spektra"" }",amana-flat-mdf-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Zigzag,plywood_hardwood,ok,,18000.0000,3338.0000,360.0000,0.7450,0.3750,2.2225,1.1112,0.0927,8.0005,0.0020,,,VendorBacked,,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-pocket-3175-2f-spektra"" }",amana-flat-plywood-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
EndMill,3.1750,2,Trace,softwood,ok,,20051.0000,1947.0000,529.0000,,0.1667,0.1905,0.0635,0.0486,0.5695,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,3.1750,2,Trace,hardwood,ok,,20051.0000,1248.0000,371.0000,,0.1667,0.1905,0.0635,0.0311,1.0926,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,3.1750,2,Trace,mdf,ok,,17043.0000,1219.0000,373.0000,,0.1667,0.1905,0.0635,0.0358,0.9885,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,3.1750,2,Trace,plywood_hardwood,ok,,18046.0000,1235.0000,360.0000,,0.1667,0.1905,0.0635,0.0342,0.4077,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,3.1750,2,Drill,softwood,refused,"Suggest has no basis for Drill with a flat end mill in softwood: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,3.1750,2,Drill,hardwood,refused,"Suggest has no basis for Drill with a flat end mill in hardwood: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,3.1750,2,Drill,mdf,refused,"Suggest has no basis for Drill with a flat end mill in MDF: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,3.1750,2,Drill,plywood_hardwood,refused,"Suggest has no basis for Drill with a flat end mill in hardwood plywood: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,3.1750,2,Chamfer,softwood,refused,Chamfer needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Chamfer,hardwood,refused,Chamfer needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Chamfer,mdf,refused,Chamfer needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,Chamfer,plywood_hardwood,refused,Chamfer needs a V-bit tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
EndMill,3.1750,2,DropCutter,softwood,ok,,18000.0000,3657.0000,529.0000,0.0950,,0.3175,0.0952,0.1016,1.1162,,0.0762,0.1270,VendorBacked,,amana-zrn-flat-softwood-pocket-3175-2f,Roughing,false,A,Exact,amana_zrn_3d_profiling_v8,"VendorLut { observation_id: ""amana-zrn-flat-softwood-pocket-3175-2f"" }",amana-zrn-flat-softwood-pocket-3175-2f,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,3.1750,2,DropCutter,hardwood,ok,,18000.0000,3657.0000,371.0000,0.0950,,0.3175,0.0952,0.1016,2.2325,,,,VendorBacked,,amana-flat-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-pocket-3175-2f-spektra"" }",amana-flat-hardwood-pocket-3175-2f-spektra,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,3.1750,2,DropCutter,mdf,ok,,15748.0000,3999.0000,373.0000,0.0950,,0.3175,0.0952,0.1270,2.1201,,,,VendorBacked,,amana-flat-mdf-pocket-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-pocket-3175-2f-spektra"" }",amana-flat-mdf-pocket-3175-2f-spektra,efficiency.very_fine_stepover;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,FinishEnvelopeAdvisory;AggressivenessNotApplied;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,3.1750,2,DropCutter,plywood_hardwood,ok,,18000.0000,3338.0000,360.0000,0.0950,,0.3175,0.0952,0.0927,0.8091,,,,VendorBacked,,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-pocket-3175-2f-spektra"" }",amana-flat-plywood-hardwood-pocket-3175-2f-spektra,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,3.1750,2,Adaptive3d,softwood,ok,,18000.0000,3657.6000,529.0000,0.4290,2.1480,4.7625,0.6350,0.1016,22.2883,0.0110,0.0667,0.1111,VendorBacked,,amana-zrn-flat-softwood-pocket-3175-2f,Roughing,false,A,Exact,amana_zrn_3d_profiling_v8,"VendorLut { observation_id: ""amana-zrn-flat-softwood-pocket-3175-2f"" }",amana-zrn-flat-softwood-pocket-3175-2f,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,AxialDocClampedByEnvelope;EngagementReducedForAggressiveness;StrategyRewrote;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Adaptive3d,hardwood,ok,,18000.0000,3657.6000,371.0000,0.4290,2.1480,4.7625,0.6350,0.1016,44.5767,0.0219,,,VendorBacked,,amana-flat-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-hardwood-pocket-3175-2f-spektra"" }",amana-flat-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,AxialDocClampedByEnvelope;EngagementReducedForAggressiveness;StrategyRewrote;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Adaptive3d,mdf,ok,,17997.0000,4000.0000,373.0000,0.4320,2.1640,4.7625,0.6350,0.1270,44.2020,0.0203,,,VendorBacked,,amana-flat-mdf-pocket-3175-2f-spektra,Roughing,false,A,Exact,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-mdf-pocket-3175-2f-spektra"" }",amana-flat-mdf-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,AxialDocClampedByEnvelope;EngagementReducedForAggressiveness;StrategyRewrote;FeedRescaledToFinalGeometry;RpmLoweredForFeedCeiling,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Adaptive3d,plywood_hardwood,ok,,18000.0000,3338.9167,360.0000,0.4280,2.1420,4.7625,0.6350,0.0927,15.8859,0.0079,,,VendorBacked,,amana-flat-plywood-hardwood-pocket-3175-2f-spektra,Roughing,false,B,Derived,amana_spektra_spiral_plunge_v24,"VendorLut { observation_id: ""amana-flat-plywood-hardwood-pocket-3175-2f-spektra"" }",amana-flat-plywood-hardwood-pocket-3175-2f-spektra,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,AxialDocClampedByEnvelope;EngagementReducedForAggressiveness;StrategyRewrote;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
EndMill,3.1750,2,Waterline,softwood,ok,,8000.0000,4000.0000,529.0000,,0.6370,1.0000,0.3175,0.2782,6.8195,,0.2551,0.3014,VendorBacked,,onsrud-softwood-60-100mw-1_8-finish,Finish,false,B,Exact,onsrud_soft_wood_cutting_data,"VendorLut { observation_id: ""onsrud-softwood-60-100mw-1_8-finish"" }",onsrud-softwood-60-100mw-1_8-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.feed_clamped;feeds.aggressiveness_engagement,Info;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling;FeedRateClamped,FinishEnvelopeAdvisory;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld,Contour,SemiFinish,,
