tool_type,diameter_mm,flutes,operation,material,status,refusal_text,rpm,feed_mm_min,plunge_mm_min,stepover_mm,depth_per_pass_mm,r_axial_depth_mm,r_radial_width_mm,r_chip_load_mm,force_n,power_kw,chipload_bounds_min_mm,chipload_bounds_max_mm,support_arm,support_detail,lut_observation_id,lut_row_pass_role,lut_is_extrapolated,lut_evidence_grade,lut_row_kind,lut_source_id,chipload_source,vendor_source,diagnostic_ids,diagnostic_severities,feeds_warnings,suggest_warnings,cap_family,cap_role,cap_factor,cap_mm
EndMill,6.0000,2,RampFinish,softwood,ok,,10610.0000,1519.0000,1000.0000,,0.5000,0.5000,0.1800,0.0716,1.6300,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,RampFinish,hardwood,ok,,10610.0000,973.0000,702.0000,,0.5000,0.5000,0.1800,0.0459,3.0410,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,RampFinish,mdf,ok,,9019.0000,951.0000,706.0000,,0.5000,0.5000,0.1800,0.0527,2.7727,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,RampFinish,plywood_hardwood,ok,,9549.0000,964.0000,682.0000,,0.5000,0.5000,0.1800,0.0505,1.1408,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,SpiralFinish,softwood,refused,Spiral Finish needs a ball nose or tapered ball nose tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Scallop,Finish,,
EndMill,6.0000,2,SpiralFinish,hardwood,refused,Spiral Finish needs a ball nose or tapered ball nose tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Scallop,Finish,,
EndMill,6.0000,2,SpiralFinish,mdf,refused,Spiral Finish needs a ball nose or tapered ball nose tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Scallop,Finish,,
EndMill,6.0000,2,SpiralFinish,plywood_hardwood,refused,Spiral Finish needs a ball nose or tapered ball nose tool; this tool is a flat end mill.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Scallop,Finish,,
EndMill,6.0000,2,RadialFinish,softwood,ok,,10610.0000,1519.0000,1000.0000,,,0.6000,0.1800,0.0716,1.9560,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,RadialFinish,hardwood,ok,,10610.0000,973.0000,702.0000,,,0.6000,0.1800,0.0459,3.6493,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,RadialFinish,mdf,ok,,9019.0000,951.0000,706.0000,,,0.6000,0.1800,0.0527,3.3273,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,RadialFinish,plywood_hardwood,ok,,9549.0000,964.0000,682.0000,,,0.6000,0.1800,0.0505,1.3690,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,HorizontalFinish,softwood,ok,,10610.0000,1519.0000,1000.0000,0.1800,,0.6000,0.1800,0.0716,1.9560,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,HorizontalFinish,hardwood,ok,,10610.0000,973.0000,702.0000,0.1800,,0.6000,0.1800,0.0459,3.6493,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,HorizontalFinish,mdf,ok,,9019.0000,951.0000,706.0000,0.1800,,0.6000,0.1800,0.0527,3.3273,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,HorizontalFinish,plywood_hardwood,ok,,9549.0000,964.0000,682.0000,0.1800,,0.6000,0.1800,0.0505,1.3690,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,efficiency.very_fine_stepover;feeds.long_tool_derate,Info;Info,LongToolDerate,FinishEnvelopeAdvisory;AggressivenessNotApplied;CutGeometryFieldNotHeld,Parallel,Finish,,
EndMill,6.0000,2,ProjectCurve,softwood,ok,,10610.0000,2851.0000,1000.0000,,,0.3600,0.1200,0.1344,1.2923,,0.1120,0.1568,VendorBacked,,onsrud-softwood-60-200-1_4-finish,Finish,false,B,Exact,onsrud_soft_wood_cutting_data,"VendorLut { observation_id: ""onsrud-softwood-60-200-1_4-finish"" }",onsrud-softwood-60-200-1_4-finish,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,6.0000,2,ProjectCurve,hardwood,ok,,8000.0000,4000.0000,702.0000,,,0.3600,0.1200,0.3471,3.6559,,0.3240,0.3703,VendorBacked,,onsrud-hardwood-60-100mw-1_4-finish,Finish,false,B,Exact,onsrud_hard_wood_cutting_data,"VendorLut { observation_id: ""onsrud-hardwood-60-100mw-1_4-finish"" }",onsrud-hardwood-60-100mw-1_4-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.feed_clamped,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling;FeedRateClamped,AggressivenessNotApplied;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,6.0000,2,ProjectCurve,mdf,ok,,8000.0000,4000.0000,706.0000,,,0.3600,0.1200,0.2740,2.9412,,0.2545,0.2936,VendorBacked,,onsrud-mdf-60-100mw-1_4-finish,Finish,true,B,Exact,onsrud_mdf_cutting_data,"VendorLut { observation_id: ""onsrud-mdf-60-100mw-1_4-finish"" }",onsrud-mdf-60-100mw-1_4-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.feed_clamped,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling;FeedRateClamped,AggressivenessNotApplied;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,6.0000,2,ProjectCurve,plywood_hardwood,ok,,8000.0000,4000.0000,682.0000,,,0.3600,0.1200,0.3524,1.3638,,0.3289,0.3759,VendorBacked,,onsrud-plywood-hardwood-60-100mw-1_4-finish,Finish,false,A,Exact,onsrud_hard_plywood_cutting_data,"VendorLut { observation_id: ""onsrud-plywood-hardwood-60-100mw-1_4-finish"" }",onsrud-plywood-hardwood-60-100mw-1_4-finish,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.feed_clamped,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling;FeedRateClamped,AggressivenessNotApplied;RpmLoweredForFeedCeiling;CutGeometryFieldNotHeld;CutGeometryFieldNotHeld,Trace,Finish,,
EndMill,6.0000,2,AlignmentPinDrill,softwood,refused,"Suggest has no basis for Pin Drill with a flat end mill in softwood: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,6.0000,2,AlignmentPinDrill,hardwood,refused,"Suggest has no basis for Pin Drill with a flat end mill in hardwood: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,6.0000,2,AlignmentPinDrill,mdf,refused,"Suggest has no basis for Pin Drill with a flat end mill in MDF: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
EndMill,6.0000,2,AlignmentPinDrill,plywood_hardwood,refused,"Suggest has no basis for Pin Drill with a flat end mill in hardwood plywood: No published wood figure exists for a plunge drill with a flat end mill, and the drill multiplier 2.5 is unsourced.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Drill,Roughing,,
BallNose,3.1750,2,Face,softwood,ok,,14375.0000,3999.0000,476.0000,0.7260,0.4000,2.2225,1.1112,0.1391,13.2561,0.0023,0.1159,0.1623,VendorBacked,,amana-ball-softwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-softwood-pocket-3175-2f-v7"" }",amana-ball-softwood-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Hint;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Face,hardwood,ok,,18000.0000,3449.0000,371.0000,0.7230,0.4000,2.2225,1.1112,0.0958,21.9278,0.0050,0.0719,0.1198,VendorBacked,,amana-ball-hardwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-hardwood-pocket-3175-2f-v7"" }",amana-ball-hardwood-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.aggressiveness_engagement,Hint;Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Face,mdf,ok,,16451.0000,3999.0000,373.0000,0.7250,0.4000,2.2225,1.1112,0.1216,22.0551,0.0045,0.1013,0.1418,VendorBacked,,amana-ball-mdf-pocket-3175-2f-v7,Roughing,true,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-mdf-pocket-3175-2f-v7"" }",amana-ball-mdf-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Hint;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Face,plywood_hardwood,refused,"Suggest has no basis for Face with a ball nose in hardwood plywood: No published chipload exists for a ball-nose cutter on adaptive, pocket, contour or trace passes in plywood.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Pocket,softwood,ok,,14375.0000,3999.0000,476.0000,0.7260,0.3846,2.2225,1.1112,0.1391,13.2561,0.0022,0.1159,0.1623,VendorBacked,,amana-ball-softwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-softwood-pocket-3175-2f-v7"" }",amana-ball-softwood-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Hint;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Pocket,hardwood,ok,,18000.0000,3449.0000,371.0000,0.7230,0.3846,2.2225,1.1112,0.0958,21.9278,0.0048,0.0719,0.1198,VendorBacked,,amana-ball-hardwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-hardwood-pocket-3175-2f-v7"" }",amana-ball-hardwood-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.aggressiveness_engagement,Hint;Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Pocket,mdf,ok,,16451.0000,3999.0000,373.0000,0.7250,0.3846,2.2225,1.1112,0.1216,22.0551,0.0043,0.1013,0.1418,VendorBacked,,amana-ball-mdf-pocket-3175-2f-v7,Roughing,true,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-mdf-pocket-3175-2f-v7"" }",amana-ball-mdf-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Hint;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Pocket,plywood_hardwood,refused,"Suggest has no basis for Pocket with a ball nose in hardwood plywood: No published chipload exists for a ball-nose cutter on adaptive, pocket, contour or trace passes in plywood.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Profile,softwood,ok,,20051.0000,1947.0000,476.0000,,0.3913,2.5400,0.5715,0.0486,9.0979,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;CutGeometryFieldNotHeld,Contour,Roughing,0.2000,0.6350
BallNose,3.1750,2,Profile,hardwood,ok,,20051.0000,1248.0000,371.0000,,0.3913,2.5400,0.5715,0.0311,16.4964,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;CutGeometryFieldNotHeld,Contour,Roughing,0.2000,0.6350
BallNose,3.1750,2,Profile,mdf,refused,"Suggest has no basis for Profile with a ball nose in MDF: No published figure backs the formula for a ball-nose cutter on adaptive, pocket, contour or trace passes in MDF: the 1/4 in charts put it below half.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Contour,Roughing,0.2000,0.6350
BallNose,3.1750,2,Profile,plywood_hardwood,refused,"Suggest has no basis for Profile with a ball nose in hardwood plywood: No published chipload exists for a ball-nose cutter on adaptive, pocket, contour or trace passes in plywood.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Contour,Roughing,0.2000,0.6350
BallNose,3.1750,2,Adaptive,softwood,ok,,16429.0000,4000.0000,476.0000,0.2160,3.0000,4.7625,0.3175,0.1391,22.5492,0.0095,0.1014,0.1420,VendorBacked,,amana-ball-softwood-adaptive-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-softwood-adaptive-3175-2f-v7"" }",amana-ball-softwood-adaptive-3175-2f-v7,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry;RpmLoweredForFeedCeiling,Adaptive,Roughing,1.5000,4.7625
BallNose,3.1750,2,Adaptive,hardwood,ok,,18000.0000,3449.9044,371.0000,0.1920,3.0000,4.7625,0.2858,0.0958,38.2893,0.0184,0.0629,0.1048,VendorBacked,,amana-ball-hardwood-adaptive-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-hardwood-adaptive-3175-2f-v7"" }",amana-ball-hardwood-adaptive-3175-2f-v7,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
BallNose,3.1750,2,Adaptive,mdf,ok,,18000.0000,4000.0000,373.0000,0.2040,3.0000,4.7625,0.3016,0.1216,37.7526,0.0175,0.0886,0.1241,VendorBacked,,amana-ball-mdf-adaptive-3175-2f-v7,Roughing,true,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-mdf-adaptive-3175-2f-v7"" }",amana-ball-mdf-adaptive-3175-2f-v7,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,EngagementReducedForAggressiveness;FeedRescaledToFinalGeometry,Adaptive,Roughing,1.5000,4.7625
BallNose,3.1750,2,Adaptive,plywood_hardwood,refused,"Suggest has no basis for Adaptive with a ball nose in hardwood plywood: No published chipload exists for a ball-nose cutter on adaptive, pocket, contour or trace passes in plywood.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Adaptive,Roughing,1.5000,4.7625
BallNose,3.1750,2,VCarve,softwood,refused,VCarve needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,VCarve,hardwood,refused,VCarve needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,VCarve,mdf,refused,VCarve needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,VCarve,plywood_hardwood,refused,VCarve needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,Rest,softwood,ok,,14375.0000,3999.0000,476.0000,0.7260,0.4000,2.2225,1.1112,0.1391,13.2561,0.0023,0.1159,0.1623,VendorBacked,,amana-ball-softwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-softwood-pocket-3175-2f-v7"" }",amana-ball-softwood-pocket-3175-2f-v7,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Rest,hardwood,ok,,18000.0000,3449.0000,371.0000,0.7230,0.4000,2.2225,1.1112,0.0958,21.9278,0.0050,0.0719,0.1198,VendorBacked,,amana-ball-hardwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-hardwood-pocket-3175-2f-v7"" }",amana-ball-hardwood-pocket-3175-2f-v7,feeds.long_tool_derate;feeds.aggressiveness_engagement,Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Rest,mdf,ok,,16451.0000,3999.0000,373.0000,0.7250,0.4000,2.2225,1.1112,0.1216,22.0551,0.0045,0.1013,0.1418,VendorBacked,,amana-ball-mdf-pocket-3175-2f-v7,Roughing,true,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-mdf-pocket-3175-2f-v7"" }",amana-ball-mdf-pocket-3175-2f-v7,feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Rest,plywood_hardwood,refused,"Suggest has no basis for Rest Machining with a ball nose in hardwood plywood: No published chipload exists for a ball-nose cutter on adaptive, pocket, contour or trace passes in plywood.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Inlay,softwood,refused,Inlay needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,Inlay,hardwood,refused,Inlay needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,Inlay,mdf,refused,Inlay needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,Inlay,plywood_hardwood,refused,Inlay needs a V-bit tool; this tool is a ball nose.,,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Trace,Finish,,
BallNose,3.1750,2,Zigzag,softwood,ok,,14375.0000,3999.0000,476.0000,0.7260,0.3750,2.2225,1.1112,0.1391,13.2561,0.0022,0.1159,0.1623,VendorBacked,,amana-ball-softwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-softwood-pocket-3175-2f-v7"" }",amana-ball-softwood-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Hint;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Zigzag,hardwood,ok,,18000.0000,3449.0000,371.0000,0.7230,0.3750,2.2225,1.1112,0.0958,21.9278,0.0047,0.0719,0.1198,VendorBacked,,amana-ball-hardwood-pocket-3175-2f-v7,Roughing,false,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-hardwood-pocket-3175-2f-v7"" }",amana-ball-hardwood-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.aggressiveness_engagement,Hint;Info;Info,LongToolDerate,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Zigzag,mdf,ok,,16451.0000,3999.0000,373.0000,0.7250,0.3750,2.2225,1.1112,0.1216,22.0551,0.0042,0.1013,0.1418,VendorBacked,,amana-ball-mdf-pocket-3175-2f-v7,Roughing,true,A,Exact,amana_ball_nose_v7,"VendorLut { observation_id: ""amana-ball-mdf-pocket-3175-2f-v7"" }",amana-ball-mdf-pocket-3175-2f-v7,compat.ball_nose_on_flat_clearing;feeds.long_tool_derate;feeds.rpm_lowered_for_ceiling;feeds.aggressiveness_engagement,Hint;Info;Info;Info,LongToolDerate;RpmLoweredForFeedCeiling,RoughingDepthClampedToRigidity;EngagementReducedForAggressiveness;RpmLoweredForFeedCeiling,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Zigzag,plywood_hardwood,refused,"Suggest has no basis for Zigzag with a ball nose in hardwood plywood: No published chipload exists for a ball-nose cutter on adaptive, pocket, contour or trace passes in plywood.",,,,,,,,,,,,,Refused,,,,,,,,,,,,,,Pocket,Roughing,0.2000,0.6350
BallNose,3.1750,2,Trace,softwood,ok,,20051.0000,1947.0000,476.0000,,0.1667,0.1905,0.0635,0.0486,0.5695,,,,FormulaOnly,"repo-derived chipload formula k0*D^p*(1/H)^q (machine::ChipLoadFormula, feeds::calculate step 2); exponents per CREDITS.md 'Chipload column convention and scaling laws'; k0 uncited (code comment 'Shapeoko empirical data' only)",,,,,,,FormulaFallback,,feeds.long_tool_derate,Info,LongToolDerate,AggressivenessNotApplied;CutGeometryFieldNotHeld,Trace,Finish,,
